Domain,Source URL,Target URL,Anchor Text,Date Added,Last Checked,Status,Link Type,Notes
kellycampaign.com,http://www.kellycampaign.com/2011/11/medical-malpractice-on-beauty-enhancements/,http://www.totalinjury.com,Total Injury,11/30/2011,11/30/2011,Active,Content Marketing,
cowboysandangels.info,http://www.cowboysandangels.info/2011/11/getting-away-with-slip-and-fall-lawsuit.html,http://www.totalinjury.com/news/verdicts/slip-and-fall-injury.aspx,slip and fall lawsuit,11/30/2011,11/30/2011,Active,Content Marketing,
